
"Sensible Objects: Colonialism, Museums and Material Culture","Elizabeth Edwards, Chris Gosden, Ruth Phillips,",Berg Publishers,2006,english,PDF, 2.10 MB
艺术社会学三论,"[德]瓦尔特·本雅明（Walter Benjamin）著；王涌译,",南京大学出版社,2017,chinese,PDF, 18.34 MB
1942：河南大饥荒,"宋致新,",湖北人民出版社,2012,chinese,MOBI , 2.76 MB
知识考古学,"（法）米歇尔・福柯,",生活·读书·新知三联书店,2003,chinese,PDF, 9.33 MB
武则天 - 蒙曼,"蒙曼,",,2021,chinese,MOBI , 107 KB
Roman Art: A Resource for Educators,"Nancy L. Thompson,",Metropolitan Museum of Art,2007,english,PDF, 13.95 MB
Everyday Watercolor Flowers,"Jenna Rainey,",Potter;Ten Speed;Harmony;Rodale,2019,english,EPUB, 174.94 MB
中国古代服饰研究.pdf,"中国古代服饰研究.pdf,",,,,PDF, 20.58 MB
The Noble Eightfold Path: Way to the End of Suffering,"Bhikkhu Bodhi,",BPS Pariyatti Editions,2000,english,PDF, 710 KB
A Brief History of Curating,"Hans Ulrich Obrist,",JRP Ringier,2008,english,PDF, 1.11 MB
"Picasso : the making of Cubism, 1912-1914","Gerson, Scott, Hartzell, Blair, Picasso, Pablo, Umland, Anne,",Museum of Modern Art,2014,english,PDF, 349.07 MB
Tyrant : Shakespeare on politics,"Stephen Greenblatt,",W. W. Norton,2018,english,EPUB, 324 KB
Classical Literary Criticism (Penguin Classics),"Various,",Penguin Classics,2001,english,PDF, 18.51 MB
The Renaissance: Studies in Art and Poetry,"Walter Pater,",Macmillan,1901,english,PDF, 816 KB
Mandala: Sacred Circle in Tibetan Buddhism,"Martin Brauen,",Arnoldsche Verlagsanstalt / Rubin Museum of Art,2009,english,PDF, 64.94 MB
文化苦旅（新版）,"余秋雨,",长江文艺出版社,2014,chinese,AZW3 , 503 KB
Twelve Caesars: Images of Power from the Ancient World to the Modern,"Mary Beard,",Princeton University Press,2021,english,PDF, 47.72 MB
"中世纪之美(大利国宝级作家翁贝托·艾柯经典作品,颠覆认知,看尽中世纪艺术与美学,中世纪从此不再""黑暗""!)","翁贝托·艾柯,",译林出版社,2021,chinese,EPUB, 18.78 MB
"An Anthropology of Images: Picture, Medium, Body","Hans Belting,",Princeton University Press,2011,english,PDF, 15.44 MB
"Art Since 1900: Modernism, Antimodernism, Postmodernism","Hal Foster, Rosalind Krauss, Yve-Alain Bois, Benjamin H. D. Buchloh,",Thames & Hudson,2004,english,PDF, 122.52 MB
麦苗青菜花黄：川西大饥荒纪实,"东夫,",,,chinese,PDF, 6.08 MB
The Art and Archaeology of Ancient Greece,"Judith M. Barringer,",Cambridge University Press,2019,english,EPUB, 26.80 MB
"Draw 50 Endangered Animals: The Step-by-Step Way to Draw Humpback Whales, Giant Pandas, Gorillas, and More Friends We May Lose...","Lee J. Ames, Warren Budd,",Watson-Guptill,1992,english,EPUB, 25.96 MB
Drawing Cutting Edge Fusion: American Comics with a Manga Influence,"Christopher Hart,",Watson-Guptill Publications,2004,english,PDF, 50.54 MB
海权对历史的影响: 1660-1783=The Influence Of Sea Power Upon History,"[美] A. T. 马汉, 安常容, 成忠勤,",中国人民解放军出版社,2006,chinese,PDF, 25.77 MB
这个历史挺靠谱:袁腾飞讲历史(套装共3册),"袁腾飞,",,2013,chinese,EPUB, 5.37 MB
Drawing Farm and Zoo Animals,"Raymond Sheppard, Charles Frederick Tunnicliffe,",Dover Publications,2018,english,EPUB, 93.96 MB
文心雕龙札记,"黄侃,",商务印书馆,2012,chinese,PDF, 65.11 MB
杜甫评传,"莫砺锋,",南京大学出版社,2011,chinese,PDF, 18.33 MB
"Pastel Painting Atelier: Essential Lessons in Techniques, Practices, and Materials","Ellen Eagle,",Watson-Guptill,2013,english,EPUB, 38.23 MB
"The Esoteric Secrets of Surrealism: Origins, Magic, and Secret Societies","Patrick Lepetit, Bernard Roger, Graham, Jon E,",Inner Traditions/Bear,2014,english,EPUB, 1.54 MB
八九民运史（精校本）,"陈小雅,",公民出版,,chinese,PDF, 8.45 MB
Fyodor Dostoevsky's Crime and Punishment,"Harold Bloom (Edited and with an Introduction by),",Infobase Publishing,,english,PDF, 1.38 MB
The Well Wrought Urn: Studies in the Structure of Poetry,"Cleanth Brooks,",Dennis Dobson Ltd.,1949,english,PDF, 14.62 MB
宋代诗画中的政治隐情,"姜斐德, Alfreda Murck,",中华书局,2009,chinese,PDF, 28.35 MB
苍兰诀,"九鹭非香 [九鹭非香],",江苏文艺出版社,2015,chinese,EPUB, 432 KB
中国妆束：大唐女儿行,"左丘萌 & 末春,",清华大学出版社,2020,chinese,PDF, 46.63 MB
Vermeer and the Delft School,"Walter Liedtke, Michiel C. Plomp, Axel Ruger,",Metropolitan Museum of Art,2001,english,PDF, 89.30 MB
Curationism : how curating took over the art world and everything else,"Balzer, David,",Coach House Books,2014,english,EPUB, 738 KB
Title,Author(s),Language,Publisher,Publish Year,File Size,File Format
Valentin Serov,"Parkstone Press,",Parkstone Press,2012,english,PDF, 102.47 MB
The Hare with Amber Eyes: A Family's Century of Art and Loss,"Edmund de Waal,","Farrar, Straus and Giroux",2010,english,EPUB, 762 KB
Epochs of Chinese and Japanese Art: An Outline History of East Asiatic Design (Volumes 1 and 2),"Ernest F. Fenollosa,",Stone Bridge Press,2007,english,PDF, 140.89 MB
Fractured times : culture and society in the twentieth century,"Hobsbawm, Eric J,",The New Press,2013,english,EPUB, 377 KB
German Expressionism : the graphic impulse,"Peter Jelavich, Starr Figura, Heather Hess, Starr Figura,","The Museum of Modern Art, New York;J. Houdmont-Carbonez",1920,english,PDF, 39.29 MB
影像中的文革农村,"周浙平 编撰 高恒如 摄影,",三联书店（香港）有限公司 香港浸会大学中国研究所,2012,,PDF, 43.19 MB
Art History: 2 Volumes,"Stokstad, Marilyn, Cothren, Michael Watt(Contributor),",Pearson,2017,english,PDF, 390.11 MB
The Silent Woman: Sylvia Plath and Ted Hughes,"Malcolm, Janet,",Granta Books (UK),2011,english,EPUB, 273 KB
历史及其图像：艺术及对往昔的阐释,"弗朗西斯·哈斯克尔, Francis Haskell,",商务印书馆,2018,chinese,PDF, 118.89 MB
Pocket Art: Portrait Drawing: The Quick Guide to Mastering Technique and Style,"Joanna Henly,",Rockport Publishers,2018,english,PDF, 58.41 MB
One Hundred Aspects of the Moon: Japanese Woodblock Prints by Yoshitoshi,"Tamara Tjardes,",Museum of New Mexico Press,2003,english,PDF, 79.46 MB
"Marcel Duchamp, Art as Anti-Art","Janis Mink,",Taschen,2000,english,DJVU, 8.63 MB
Creating Radiant Flowers in Colored Pencil: 64 step-by-step demos / 54 kinds of flowers,"Gary Greene,",North Light Books,2012,english,EPUB, 6.25 MB
流动的图像：当代中国视觉文化再解读,"【美】唐小兵,",复旦大学,,chinese,PDF, 125.43 MB
Objects of design from the Museum of Modern Art,"Museum of Modern Art (New York, N.Y.), The Museum of Modern Art, Museum of Modern Art (New York, N.Y.), Antonelli, Paola,",Museum of Modern Art,2003,english,PDF, 45.70 MB
中华人民共和国史02.向社会主义过渡—中国经济与社会的转型(1953-1955),"林蕴晖,",香港中文大学出版社,2008,chinese,PDF, 30.48 MB
Art of Drawing People: Discover simple techniques for drawing a variety of figures and portraits,"Debra Kauffman Yaun, William Powell, Ken Goldman, Walter Foster,",Walter Foster,2008,english,PDF, 102.36 MB
India in the Persianate Age,"Richard Eaton,",Penguin Books Ltd,2019,english,PDF, 12.35 MB
艺术的法则: 文学场的生成和结构,"[法] 皮埃尔·布迪厄,",中央编译出版社,2001,chinese,PDF, 9.71 MB
Henry James : Complete Stories 1884-1891 (Library of America),"Henry James,",Library of America,1999,english,EPUB, 1.60 MB
Gardner’s Art through the Ages: A Global History,"Helen Gardner, Fred S. Kleiner,",Wadsworth Cengage Learning,2013,english,PDF, 134.65 MB
历史的温度5：那些博弈、较量与人性,"张玮 [张玮],",中信出版集团,2020,chinese,EPUB, 16.51 MB
William Blake,"Osbert Burdett,",Parkstone Press International,2012,english,PDF, 98.52 MB
Drawing Portraits for the Absolute Beginner : a Clear and Easy Guide to Successful Portrait Drawing,"Willenbrink, Mark, Willenbrink, Mary,","F W Media, Inc.;Capricorn Link",2012,english,EPUB, 4.51 MB
La historia del arte,"E. H. Gombrich,",ePubLibre,1950,spanish,EPUB, 112.65 MB
From Van Eyck to Bruegel.  Early Netherlandish Painting in The Metropolitan Museum of Art,"Maryan W. Ainsworth, Keith Christiansen (eds.),",The Metropolitan Museum of Art,1998,english,PDF, 85.27 MB
艺术史中的汉晋与唐宋之变,"石守谦，颜娟英主编,",石头出版,2014,chinese,PDF, 112.40 MB
John Howe Fantasy Art Workshop,"John Howe,",Impact,2007,english,PDF, 42.08 MB
"Live From New York: The Complete, Uncensored History of Saturday Night Live as Told by Its Stars, Writers, and Guests","James Andrew Miller, Tom Shales,","Little, Brown and Company",2014,english,EPUB, 3.65 MB
Landscape Sketching in Pen and Ink: With Notes on Architectural Subjects (Dover Art Instruction),"Maxwell, Donald,",Dover Publications,2019,english,EPUB, 73.10 MB
中国艺术与文化（插图修订版）,"杜朴, 文以诚,",北京联合出版公司·后浪出版公司,2014,chinese,PDF, 134.58 MB
The Sense of an Ending: Studies in the Theory of Fiction (with a New Epilogue),"Frank Kermode,","Oxford University Press, USA",2000,english,PDF, 8.28 MB
The Cambridge Companion to George Eliot (Cambridge Companions to Literature),"George Levine,",Cambridge University Press,2001,english,PDF, 1.18 MB
Foundrywork for the Amateur (Workshop Practice Series ),"B. Terry Aspin,","Trans-Atlantic Publications, Inc.",1984,english,PDF, 5.61 MB
情感与形式,"苏珊·朗格,",中国社科出版社,1986,chinese,PDF, 22.69 MB
反对阐释,"苏珊·桑塔格, 程巍(译),",上海译文出版社,2003,chinese,PDF, 14.74 MB
Anatomy of Criticism: Four Essays,"Northrop Frye,",Princeton University Press,2000,english,PDF, 6.82 MB
Danse Macabre,"King, Stephen,",Berkley,1983,english,EPUB, 3.92 MB
Nightwalking: A Nocturnal History of London,"Matthew Beaumont, Will Self,",Verso,2015,english,EPUB, 2.70 MB
Visual culture: images and interpretations,"Norman Bryson, Michael Ann Holly,",Wesleyan University Press,1994,english,EPUB, 4.66 MB
毛泽东与文革大起底,"崇新岳、百思峰,",kindle.im,2014,chinese,EPUB, 1.92 MB
The East India Company: A Captivating Guide to the English Company That Was Created for the Exploitation of Trade with East and Southeast Asia and India,"Captivating History,",,2020,english,EPUB, 2.04 MB
The Civilization of the Renaissance in Italy,"Jacob Burckhardt,",,,english,PDF, 1.20 MB
An Introduction to Visual Culture,"Nicholas Mirzoeff,",Routledge,1999,english,PDF, 2.10 MB
犍陀罗美术寻踪,"宫治昭,",人民美术出版社,2005,chinese,PDF, 29.98 MB
Arts and Humanities Through the Eras: Ancient Greece and Rome (1200 B.C.E.- 476 C.E.),"John Allan Evans,",Gale,2004,english,PDF, 14.71 MB
Poster Art from the Classic Monster Films,"Philip J. Riley,",BearManor Media,2012,english,PDF, 12.81 MB
The Nabis,"Albert Kostenevitch,",Parkstone International,2009,english,PDF, 66.35 MB
Drawing: Trees,"William F. Powell,",Walter Foster Publishing,2010,english,EPUB, 5.49 MB
"Shadows of Reality: The Fourth Dimension in Relativity, Cubism, and Modern Thought","Mr. Tony Robbin,",Yale University Press,2006,english,PDF, 1.79 MB
Title,Author(s),Language,Publisher,Publish Year,File Size,File Format
故宫青铜器图典,"故宫博物院编,",紫禁城出版社,2010,chinese,PDF, 147.63 MB
故宫明式家具图典,"胡德生,",故宫出版社,2011,chinese,PDF, 117.91 MB
我就是你啊：走进他人内心的7项修炼【独家首发！比《非暴力沟通》更进一步，来自古代禅师、国王的“自他交换沟通术”，法国现象级畅销书！一个故事助你学会“自他交换”，直达他人内心世界，化解潜在冲突，得到你想要的关系！】,"皮埃尔·佩利西耶 [皮埃尔·佩利西耶],",北京联合出版公司,2021,chinese,EPUB, 841 KB
周汝昌校订批点本石头记（上下）,"曹雪芹 著 脂砚斋 评 周汝昌 校批著 周丽苓 周伦玲 整理,",译林出版社,2017,chinese,EPUB, 2.31 MB
重新发现日本,"中田英寿,",中信出版社,2020,chinese,PDF, 370.69 MB
日本美学三部曲,"大西克禮,",北京理工大学出版社,2020,chinese,EPUB, 3.76 MB
中国出土壁画全集  4  山东=Comp,"Unknown,",,,,PDF, 142.90 MB
Conservation of Leather and related materials,"Marion Kite, Roy Thomson,",Elsevier Butterworth-Heinemann,2006,english,PDF, 11.47 MB
壁上丹青：陕西出土壁画集,"陕西省考古研究院,",科学出版社,2009,chinese,PDF, 116.56 MB
Understanding Illuminated Manuscripts: A Guide to Technical Terms,"Michelle P. Brown,",The J. Paul Getty Museum,1994,english,PDF, 22.96 MB
宗教心理学（第2辑） (宗教学理论研究丛书),"金泽 梁恒豪 主编 李传银 孟瑶 彭彦琴 李红玉 陈欣 宋兴川 石林 何沛怡 曹娟 著 梁恒豪 译 Stephanie K. Newberg Andrew B. Newberg Sharon Sassaman 著 奇巍 徐红红 译 Ralph W. Hood Jr. 姚学丽 赵雷 陈洁 安伦 杨莉萍 高智敏 陈青萍 王红 李维青 周普元 陈晓娟 陈永胜 费迎晓 陆丽青 陈彪 卓新平 著,",社会科学文献出版社,2015,chinese,EPUB, 3.79 MB
Arte e percepção visual: uma psicologia da visão criadora,"Rudolf Arnheim Ivonne Terezinha de Faria,",Cengage Learning Editores,2004,portuguese,PDF, 3.30 MB
"Motif-Index of Folk-Literature, Revised and Enlarged Edition (A to Z)","Stith Thompson,",Indiana,1955,english,PDF, 12.44 MB
Conservation of Furniture,"Shayne Rivers, Nick Umney,",Butterworth Heinemann,2003,english,PDF, 41.41 MB
The Oxford Handbook of Archaeological Ceramic Analysis (Oxford Handbooks),"Alice M. W Hunt (editor),",Oxford University Press,2017,english,PDF, 21.00 MB
Museum Basics (Heritage: Care-Preservation-Management),"Timothy Ambrose, Crispin Paine,",Routledge,2006,english,PDF, 1.27 MB
Adaptive Reuse: Extending the Lives of Buildings,"Liliane Wong,",Birkhäuser,2016,english,PDF, 20.73 MB
History of the Restoration and Conservation of Works of Art,"Alessandro Conti, Helen Glanville,",Butterworth-Heinemann,2007,english,PDF, 52.45 MB
Conservation Science: Heritage Materials,"Eric May, Mark Jones,",Royal Society of Chemistry,2006,english,PDF, 5.41 MB
梁陈方案与北京,"梁思成, 陈占祥, 王端智,",辽宁教育出版社,2005,chinese,PDF, 49.49 MB
戰國细木工榫接合工藝研究,"林壽晉,",,2008,chinese,PDF, 8.13 MB
Architectural Tiles: Conservation and Restoration,"Lesley Durbin BA (Hons) AMUKIC,",Butterworth-Heinemann,2005,english,PDF, 5.45 MB
Art of the Dogon: Metropolitan Museum of Art,"Kate Ezra,","Harry N. Abrams, Inc.",1988,english,PDF, 12.13 MB
Conservation of Easel Paintings,"Joyce Hill Stoner, Rebecca Rushfield,",Routledge,2012,english,PDF, 14.66 MB
Conservation and Restoration of Glass,"Sandra Davison,",Butterworth-Heinemann,2003,english,PDF, 26.02 MB
Textile Conservation,"Frances Lennard, Patricia Ewer,",Routledge,2010,english,PDF, 8.84 MB
"Staircases: History, Repair and Conservation","James W. P. Campbell, Michael Tutton,",Routledge,2014,english,PDF, 11.95 MB
"Microclimate for Cultural Heritage. Conservation, Restoration, and Maintenance of Indoor and Outdoor Monuments","D. Camuffo (Auth.),",Elsevier Science,2014,english,PDF, 41.78 MB
国家艺术  一章木椅,"赵广超，马健聪，陈汉威著,",香港三聯書局,2008,chinese,PDF, 25.85 MB
Guia prático de design editorial: Criando livros completos,"Aline Haluch,",Lelivros.love,2013,portuguese,MOBI , 2.51 MB
"Managing Conservation in Museums, Second Edition","Suzanne Keene,",,2002,english,PDF, 3.47 MB
"Science for Conservators, Vol. 1: An Introduction to Materials (Conservation Science Teaching Series)","Conservation Unit Museums and Galleries Commission,",Routledge,1992,english,PDF, 4.48 MB
Architectural Tiles: Conservation and Restoration,"Lesley Durbin,",Routledge,2014,english,PDF, 13.49 MB
Contemporary Theory of Conservation,"Salvador Munoz-Vinas,",Butterworth-Heinemann,2004,english,PDF, 1.71 MB
Art Conservation,"William Wei,",Jenny Stanford Publishing,2021,english,PDF, 11.00 MB
Training in the Conservation of Paintings,"Calouste Gulbenkian Foundation,",Calouste Gulbenkian Foundation,1972,english,PDF, 4.09 MB
白描仕女图谱,"李新民, 张自方, 李苍彦, 杨自谦,",大众文艺出版社 ,1996,chinese,PDF, 53.69 MB
博物馆青铜文物保护技术手册,"国家文物局博物馆与社会文物司,",文物出版社,,chinese,PDF, 29.32 MB
"The History of Gauged Brickwork: Conservation, Repair and Modern Application (Butterworth-Heinemann Seris in Conservation and Museology)","Gerard Lynch,",,2007,english,PDF, 17.01 MB
Capolavori da Salvare,"Bernini Dante, Strinati Claudio,",Giunti Editore,1986,italian,PDF, 22.25 MB
Conservation of Plastics (2008)(en)(320s),"Yvonne Shashoua,",Butterworth-Heinemann,2008,english,PDF, 11.24 MB
The Care and Handling of Art Objects: Practices in the Metropolitan Museum of Art,"Marjorie Shelley,",Metropolitan Museum of Art,1987,english,PDF, 4.90 MB
山西博物院藏宋元墓葬壁画修复报告,"山西博物院 编著,",科学出版社,2018,chinese,PDF, 35.82 MB
Metals and Corrosion: A Handbook for the Conservation Professional,"Lyndsie Selwyn,",Canadian Conservation Institut,2004,english,PDF, 61.44 MB
Conservation and Restoration of Archive Materials,"Yash Pal. Kathpalia,",Unipub,1974,english,PDF, 14.35 MB
